answer_md,category,question,url
"If you have accidentally submitted your CPF contribution twice, you can [apply for a full refund](https://www.cpf.gov.sg/employer/faq/compliance-and-rectifications/applying-for-refund-of-cpf-contributions/can-i-request-for-a-full-refund-if-i-submitted-cpf-twice) of the wrong submission immediately and no later than one year from the date of payment.",applying-for-adjustment-of-cpf-contributions,"If I have accidentally submitted the CPF contribution twice, what should I do?",https://www.cpf.gov.sg/employer/faq/compliance-and-rectifications/applying-for-adjustment-of-cpf-contributions/can-i-request-for-adjustment-if-i-accidentally-submitted-twice
"Under the Contribute-As-You-Earn (CAYE) scheme, a MediSave contribution is required as and when a self-employed person (SEP) earns a service payment. Every time a service fee is paid to the SEP, the corporate service buyers (CSBs) or intermediaries making the payment will first deduct and credit a portion of the service fee to the SEP, s MediSave Account, before paying the remainder of the service fee to the SEP.
CAYE does not change the amount of MediSave contributions SEP have to make based on their net trade income.
SEPs who provide services to government agencies are automatically enrolled into CAYE.",contribute-as-you-earn,What is Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-is-contribute-as-you-earn
"Contribute-As-You-Earn (CAYE) enables self-employed persons (SEPs) to make small regular contributions as and when they earn income. This reduces the MediSave contributions they have to pay in the following year (after SEPs declare their net trade income and have their MediSave computed).
CAYE can also help SEPs grow their money as they can start to earn an interest of up to 5% on their MediSave savings earlier.",contribute-as-you-earn,Why did the Government introduce Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/why-did-the-government-introduce-contribute-as-you-earn
"The Government, as a service buyer, has taken the lead to implement and pilot Contribute-As-You-Earn (CAYE). There are currently no plans to extend CAYE to the private sector.",contribute-as-you-earn,Why is Contribute-As-You-Earn (CAYE) only piloted on Government procurement entities?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/why-is-contribute-as-you-earn-only-piloted-on-government
Government procurement entities are required to implement Contribute-As-You-Earn (CAYE) for payment of service fee to self-employed vendors. Vendors@Gov will automatically identify vendors covered under CAYE when they log in through Corppass or Singpass. These vendors will be notified of their participation in CAYE via prompts.,contribute-as-you-earn,When are Government procurement entities required to implement Contribute-As-You-Earn (CAYE)? ,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/when-are-government-procurement-entities-required-to-implement
"Under the Contribute-As-You-Earn (CAYE) scheme, corporate service buyers do not need to make MediSave contributions for self-employed persons (SEPs) as SEPs are required to contribute to their MediSave Account.",contribute-as-you-earn,"Under the Contribute-As-You-Earn (CAYE) scheme, will corporate service buyers only be making MediSave contributions for self-employed vendors?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/under-the-contribute-as-you-earn-scheme--will-corporate
"Corporate service buyers are required to make MediSave contributions via Contribute-As-You-Earn (CAYE) for vendors who provide their services as self-employed persons, regardless of whether they are concurrently an employee.
If payment is made to the vendor, s company (which hires the vendor as an employee), CAYE is not required. The vendor will continue to receive employee CPF contributions from his/her employer.",contribute-as-you-earn,Are corporate service buyers required to make MediSave contributions under Contribute-As-You-Earn (CAYE) for vendors who are both an employee and self-employed person?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/are-corporate-service-buyers-required-to-make-medisave
"It is mandatory for all Government Procurement Entities (GPEs), including all Ministries, Departments, Organs of State and Statutory Boards as corporate service buyers, to participate in Contribute-As-You-Earn (CAYE).",contribute-as-you-earn,Are all corporate service buyers required to participate in Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/are-all-corporate-service-buyers-required-to-participate
"Under Contribute-As-You-Earn, corporate service buyers are required to deduct and transmit a portion of the service fee to the self-employed person (SEP), s MediSave account, before paying the SEP the remainder of the service fee. This is done through either the bank or online submission modes.",contribute-as-you-earn,What are corporate service buyers required to do under Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-are-corporate-service-buyers-required
"Corporate service buyers (CSBs) can make Contribute-As-You-Earn (CAYE) contributions via two payment modes:
| | |
| --- | --- |
| Bank mode | * CSBs will pay the full service fee payment to CPF Board, s appointed bank, OCBC, via GIRO Direct Debit Authorisation (DDA).
* OCBC will compute and pay the net service fee to the self-employed person (SEP), s bank account, and credit the required CAYE, contribution to the SEP, s MediSave account.
|
| Online submission mode, via Direct Debit Authorisation (DDA) | * CSBs will log into the CAYE digital services using their Corppass and key in the service fee to be paid to the SEP.
* The CAYE digital services will indicate the CAYE contribution, required for each SEP.
* CSBs will only pay the CAYE contribution to SEP, s MediSave account, via DDA.
* CSBs will pay the net service fee to SEP separately.
|",contribute-as-you-earn,What are the payment modes available under Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-are-the-payment-modes-available-under-contribute-as-you-earn
"Contribute-As-You-Earn (CAYE) contributions must be paid to the self-employed person (SEP) no later than the day that the service fee was paid to the SEP. For example, if you pay your SEP vendor his net service fee on 8 March 2023, you will need to pay his CAYE contributions by 8 March 2023.",contribute-as-you-earn,What is the deadline to make Contribute-As-You-Earn (CAYE) contributions?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-is-the-deadline-to-make-contribute-as-you-earn-contribution
"As Contribute-As-You-Earn (CAYE) is mandatory under the law, there is no need to amend the conditions of contract for contracts signed before the inception of CAYE. For new contracts signed moving forward, the Ministry of Manpower and CPF Board will work with the Ministry of Finance to inform new vendors of the CAYE requirements.",contribute-as-you-earn,Is there a need to amend the conditions of contract for contracts signed before the inception of Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/is-there-a-need-to-amend-the-conditions-of-contract-for-contract
Corporate service buyers (CSBs) are required to self-rectify if any non-compliance is detected. Please refer to the [Contribute-As-You-Earn (CAYE) implementation guide](/content/dam/web/employer/faq/corporate-service-buyers/documents/CAYE%20Implementation%20Guide%20for%20CSB.pdf) issued by the CPF Board. CPF Board has conducted briefings to CSBs and will work closely with CSBs to ensure full adoption and compliance of CAYE.,contribute-as-you-earn,What happens if corporate service buyers fail to pay the Contribute-As-You-Earn (CAYE) contributions?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-happens-if-corporate-service-buyers-fail-to-pay
"Freelancers and sole-proprietors who are Singapore Citizens and Permanent Residents and who have completed jobs/ projects with Government procurement entities as their service buyers, will automatically be enrolled onto Contribute-As-You-Earn (CAYE). Self-employed persons (SEPs) who logged on to Vendors@Gov will see pop-up prompts informing them of their CAYE requirements.",contribute-as-you-earn,Which self-employed persons must participate in Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/which-self-employed-persons-must-participate-in-contribute
"Contribute-As-You-Earn is not applicable to companies registered under the Companies Act, based on Accounting and Corporate Regulatory Authority, s (ACRA) definition.",contribute-as-you-earn,"Are companies who bid for jobs with corporate service buyers required to participate in Contribute-As-You-Earn (CAYE), even if it is operated by a single person?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/are-companies-who-bid-for-jobs-with-corporate-service
Contribute-As-You-Earn is not applicable to sub-contractors because they do not have a direct contractual relationship with corporate service buyer.,contribute-as-you-earn,Will payments to sub-contractors be under Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/will-payments-to-sub-contractors-be-under-contribute-as-you-earn
"All tax-liable payments to freelancers and sole proprietors are under Contribute-As-You-Earn (CAYE), except, [this list of payments](/content/dam/web/employer/faq/corporate-service-buyers/documents/Payments%20Excluded%20from%20CAYE.pdf).
These requirements will be communicated to corporate service buyers (CSBs) through legislation and implementation guides.
To facilitate the implementation of CAYE, Vendors@Gov will automatically identify vendors who are under CAYE when they log in through Corppass or Singpass. These vendors will be notified of their obligation via prompts.
For invoices outside of Vendors@Gov, CSBs will need to identify self-employed persons covered under CAYE through:
1. the NRIC used by the vendor to transact, or
2. the Unique Entity Number (UEN) issued by ACRA. CSBs can use the Enterprise Data Hub (EDH) to check whether the vendor, s business entity type is a sole-proprietorship or partnership.",contribute-as-you-earn,Which payments are under Contribute-As-You-Earn (CAYE)? ,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/which-payments-are-under-contribute-as-you-earn
"No. Under the Income Tax Act, directors of companies are considered as , employee, ù for income tax purposes. Directors,  fees are therefore taxable as employment income and would not be covered under Contribute-As-You-Earn.",contribute-as-you-earn,Are directors who receive director fees covered under Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/are-directors-who-receive-director-fees-covered-under
"No, the payments from small value purchases are not exempted from Contribute-As-You-Earn (CAYE).
However, buy-and-claim purchases are exempted from CAYE. This is because such purchases are usually for goods or services that are very small in value which the staff is prepared to pay in advance and seek reimbursement thereafter.",contribute-as-you-earn,Are small value payments exempted from Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/are-small-value-payments-exempted-from-contribute-as-you-earn
"The amount of Contribute-As-You-Earn (CAYE) contribution to be deducted from the service fee depends on the self-employed person (SEP), s CAYE contribution rate. The SEP, s CAYE contribution rate is automatically computed by the CAYE system based on the SEP, s MediSave contribution rate, estimated revenue and estimated expenses.
Under the bank mode, you only need to pay the entire service fee to the appointed bank, OCBC. OCBC will check with CPFB, s CAYE system for the amount to be deducted and credited to the SEP, s MediSave Account (MA).
Under the online submission mode, you can key in the total service fee in the CAYE digital services, and the amount to be deducted and credited to the SEP, s MA would then be provided. You can then proceed to pay the MediSave contributions through the CAYE digital services and the service fee amount directly to the SEP.
If an SEP queries about his/her CAYE contribution amount or rate, please direct the SEP to the CAYE digital services for SEPs where the SEP can log in to view his transaction details.",contribute-as-you-earn,How will corporate service buyers know how much Contribute-As-You-Earn (CAYE) contribution to deduct from the service fee?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/how-would-corporate-service-buyers-know-how-much
"Both the bank and online submission modes will use the Contribute-As-You-Earn (CAYE) contribution rate applicable as at the date of submission for consistency. If the self-employed person logs in to the CAYE digital services to update his CAYE contribution rate, the rate will only be effective the next day.
Corporate service buyers using the online submission mode are to log in to the CAYE digital services to determine the CAYE contributions only when they are ready to transmit the service fee.",contribute-as-you-earn,What will be the applicable Contribute-As-You-Earn (CAYE) contribution rate used? ,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-will-be-the-applicable-contribute-as-you-earn-contribution
"Corporate service buyers can view the status of the payment made and the amount split between the Contribute-As-You-Earn (CAYE) contributions and net service fee made to the self-employed person by:
1. Referring to the return file provided by the appointed bank, OCBC; or
2. Logging onto the CAYE online digital services with your Corppass ID and select View Transaction History > Transaction Type > Make CAYE Contributions.",contribute-as-you-earn,How can corporate service buyers using the bank mode check the breakdown of the Contribute-As-You-Earn (CAYE) contributions and net service fee to the self-employed person? ,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/for-corporate-service-buyers-using-the-bank-mode
There will be no further Contribute-As-You-Earn deduction and the full service fee will be paid to the self-employed person.,contribute-as-you-earn,"Under  Contribute-As-You-Earn (CAYE), what happens if the self-employed person has contributed up to the maximum mandatory contributions for the year?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/under-contribute-as-you-earn--what-happens-if-the-self-employed
"Contribute-As-You-Earn (CAYE) will apply to all taxable revenue, including profits made on goods provided. To avoid over-collection of CAYE contributions, self-employed persons (SEPs) can log in to the CAYE digital services to adjust their estimated expenses to include the costs of goods. The SEP, s CAYE contribution rate will then be adjusted accordingly.",contribute-as-you-earn,Would Contribute-As-You-Earn (CAYE) be applicable on invoices for goods provided by self-employed vendors?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/would-contribute-as-you-earn-be-applicable-on-invoices
"Yes, Contribute-As-You-Earn (CAYE) will apply to the full amount of the service fee inclusive of GST. To avoid over-collection, self-employed persons can include the GST as part of their estimated expenses on the CAYE digital services.",contribute-as-you-earn,"For GST-registered sole proprietors, are the Contribute-As-You-Earn (CAYE) contributions computed based on the full service fee, inclusive of GST?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/for-gst-registered-sole-proprietors--are-the-contribute-as-you
"You may consider changing your payment system/ process to reconcile payments made via Contribute-As-You-Earn (CAYE), if necessary.
Generally, if you, re using the bank mode, you will receive a return file from OCBC within three working days from the Funds Deduction Date stated in your bank file. The return file can be used to reconcile payment made to the self-employed persons (SEPs).
If you, re using the online submission mode (DDA mode), you may download the CAYE payment file via the CAYE digital services to reconcile the payment made to the SEPs.",contribute-as-you-earn,"Are there any changes required to the corporate service buyer, s payment system/process to reconcile the payments made via Contribute-As-You-Earn (CAYE)?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/are-any-changes-required-to-the-corporate-service-buyer
"You do not need to have a bank account with OCBC for Contribute-As-You-Earn (CAYE). However, you'IIneed to obtain and complete a Host-to-Host (H2H) application form from OCBC to establish a H2H file transfer link-up with the bank.",contribute-as-you-earn,"For corporate service buyers who currently do not have an account with OCBC, are they required to open an account with the appointed bank, OCBC, if they wish to opt for bank mode payments?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/for-corporate-service-buyers-who-currently-do-not-have
"You, ll need to sign up for GIRO with OCBC to authorise OCBC to deduct the full service fees from your agency, s bank accounts for the purpose of Contribute-As-You-Earn.",contribute-as-you-earn,"For corporate service buyers using OCBC accounts, is there still a need to set up a Direct Debit Authorisation arrangement with OCBC to facilitate the deduction of service fee for bank mode payments?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/for-corporate-service-buyers-using-ocbc-accounts
"There will not be any form of authorisation catered in the Contribute-As-You-Earn (CAYE) system as the Host-to-Host (H2H) file transfer between corporate service buyers and the appointed bank, OCBC, is a fully automated process. The payment file will need to be authorised and encrypted before transmission to OCBC. To fulfil your agency, s internal audit or compliance requirement, the authorisation needs to be completed before the file is transmitted to OCBC.",contribute-as-you-earn,"For bank mode payments, will there be any form of authorisation catered in the Contribute-As-You-Earn (CAYE) system to ensure that all payment instructions are verified?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/for-bank-mode-payments-will-there-be-any-form-of-authorisation
"Corporate service buyers using the Contribute-As-You-Earn bank mode need to submit the payment file to OCBC at least four working days before the service fee payment due date (as agreed with the self-employed vendor) to ensure timely payment to the self-employed person (SEP), s MediSave Account.
*(Note: It will generally take an additional two working days if the net service fee payment to the SEP exceeds $200,000.)*",contribute-as-you-earn,"For bank mode payments, when do corporate service buyers need to submit a payment file to OCBC to make Contribute-As-You-Earn (CAYE) contributions by the stipulated deadline?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/for-bank-mode-payments-when-do-corporate-service-buyers
"Generally, for payment via bank mode, you will receive a return file from OCBC within three working days of the Fund Deduction Date indicated in your payment file to the appointed bank, OCBC., This return file will indicate the amount of Contribute-As-You-Earn (CAYE) contributions and net service fee, the payment status, and rejection reason (for any unsuccessful payment).
For payment via the online submission mode, you can log into the CAYE digital services to view the payment status and CAYE contributions made to the self-employed person.",contribute-as-you-earn,How do corporate service buyers know if the payment to self-employed persons is successful?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/how-do-corporate-service-buyers-know-if-the-payment
"The full service fees transmitted via the Contribute-As-You-Earn bank mode will be returned to the corporate service buyer if:
1. the self-employed person (SEP), s bank account is closed or invalid;
2. the SEP, s NRIC is invalid; or
3. the CPF submission number in the bank file is invalid.",contribute-as-you-earn,Under what scenarios will monies transmitted via Contribute-As-You-Earn (CAYE) bank mode be returned to the corporate service buyer?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/under-what-scenarios-will-monies-transmitted-via-contribute
"Yes, payments made via the Contribute-As-You-Earn online submission mode would be debited from the corporate service buyers,  bank account via direct debit.",contribute-as-you-earn,"Would payments made via the Contribute-As-You-Earn (CAYE) online submission mode be debited from the corporate service buyers,  bank account?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/would-payments-made-via-the-contribute-as-you-earn-online
"For self-employed persons (SEPs) who submit e-invoices, Vendors@Gov will automatically identify vendors covered under Contribute-As-You-Earn (CAYE) who log in through Corppass or Singpass. These vendors will be notified of CAYE via prompts. The e-invoice file format will be modified to store two additional columns, CAYE indicator and SEPs,  NRIC, which will subsequently be loaded into NFS@Gov and interfaced to agencies.
For invoices outside of Vendors@Gov, corporate service buyers (CSBs) need to identify and tag SEPs manually via:
1. the NRIC used by the SEP to transact; or
2. the Unique Entity Number (UEN) issued by ACRA. CSBs can use the Enterprise Data Hub (EDH) to check whether the vendor, s business entity type is a sole proprietorship or partnership. If it is a sole proprietorship, CAYE will apply.",contribute-as-you-earn,How do corporate service buyers identify if the vendor is under Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/how-do-corporate-service-buyers-identify-if-the-vendor
"Corporate service buyers (CSBs) with existing CPF Submission Number (CSN) are required to register for a Contribute-As-You-Earn (CAYE) CSN for CAYE transactions. This is because the existing CSN that CSBs have is only for the purpose of making CPF contributions to employees. A CAYE CSN will enable self-employed persons (SEPs) to identify CSBs who made CAYE contributions on their behalf. The CSN for employee transactions cannot be used for CAYE transactions, and vice versa. CSBs who need to apply for a CAYE CSN may do so via, [CAYE digital services](https://www.cpf.gov.sg/caye/company/).",contribute-as-you-earn,Do corporate service buyers with existing CPF Submission Number (CSN) for making CPF contributions to employees need to register for a Contribute-As-You-Earn (CAYE) CSN? ,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/do-corporate-service-buyers-with-existing-cpf-submission
"If you, re paying via the bank mode for Contribute-As-You-Earn (CAYE), please submit the payment file to OCBC at least four working days before the service fee is due, to ensure timely payment. This is because the earliest date of deduction that you can select will be one working day from the date of file transmission to OCBC., Thereafter, it will generally take two working days for the CAYE contribution to be deposited into the SEP, s MediSave account. This timeframe includes one working day for crediting the net service fee to the SEP, s bank account and another one working day to credit the CAYE contribution to the SEP, s MediSave account.
*(Note: An additional two working days will be required if the net service fee payment to the SEP exceeds $200,000.)*
Please refer to this [document](/content/dam/web/employer/faq/corporate-service-buyers/documents/CAYE%20Bank%20mode%20illustration.pdf) for the illustration of the bank mode process.
If you are using the online submission mode (DDA mode) to make payments, please log into the CAYE digital services at least four working days before the service fee is due to ensure timely payment. This is because the earliest deduction date that you can select will be two working days later (if the submission was made before 5pm). Payment to SEP will generally take up to two working days from the date of deduction.
Please refer to this [document](/content/dam/web/employer/faq/corporate-service-buyers/documents/Illustration%20process%20for%20CAYE%20digital%20submission%20Mode.pdf) for the illustration of the digital submission mode process.",contribute-as-you-earn,"With the additional step to split the service fee under Contribute-As-You-Earn (CAYE), would this result in a delayed payment of service fee that may exceed the credit terms?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/with-the-additional-step-to-split-the-service-fee
"Under Contribute-As-You-Earn (CAYE), corporate service buyers are advised to factor in an approving authority within their internal processes before making payment to ensure accuracy of records submitted (i.e. no fraudulent transactions, no error in payment amount or self-employed person to be paid). Once submitted, CAYE payments are considered correctly paid.",contribute-as-you-earn,Do corporate service buyers need to factor in an approving authority to ensure accuracy of records submitted under Contribute-As-You-Earn (CAYE)?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/do-corporate-service-buyers-need-to-factor
"CPF Board does not accept credit notes for the Contribute-As-You-Earn (CAYE) contributions. If the corporate service buyer (CSB) has made an erroneous payment, the CSB can request a refund of the CAYE contribution from CPF Board within one year from the time the contribution was credited into the self-employed person (SEP), s MediSave account. The CSB will have to seek a refund of the remaining service fee made from the SEP directly and re-transmit the CAYE contributions.",contribute-as-you-earn,Does CPF Board accept credit notes to offset future payments if there have been erroneous payment of Contribute-As-You-Earn (CAYE) contributions?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/does-cpf-board-accept-credit-notes-to-offset-future-payments
"Corporate service buyers (CSBs) can request a refund of the Contribute-As-You-Earn (CAYE) contribution from CPF Board within one year from the time the contribution was credited into the self-employed person, s MediSave account. After receiving a refund of the CAYE contribution paid in error, the CSB will be required to re-submit the correct CAYE contribution via the CAYE digital services.",contribute-as-you-earn,"What if the Contribute-As-You-Earn (CAYE) contribution was paid in error (i.e. paid wrong amount, or paid to the wrong self-employed person)?",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-if-the-contribute-as-you-earn-contribution-was-paid
"If there is over-payment, corporate service buyers (CSBs) can request a full refund of the Contribute-As-You-Earn (CAYE) contributions from CPF Board within one year from the time the contribution was credited into the self-employed person (SEP), s MediSave account (MA). The CSB will have to seek a refund of the remaining service fee made from the SEP directly. After receiving a refund of the CAYE contribution paid wrongly, the CSB will be required to re-submit the correct CAYE contribution via the CAYE digital services.
Example:
CSB A paid Mr Tan, their SEP vendor, a service fee of $120 through the bank mode. The bank deducted and paid $12 to Mr Tan, s MA and the net service fee of $108 to Mr Tan, s bank account. However, CSB A subsequently realised that the correct service fee amount agreed upon by both parties was $100. CSB A should:
1. Put in a request on the CAYE digital services for a refund of the CAYE contribution ($12) by selecting the transaction that was made in error (e.g. based on Mr Tan, s NRIC and the payment reference number) and providing the relevant supporting documents.
2. Seek the remaining $108 from Mr Tan directly.
3. Submit another CAYE contribution transaction for Mr Tan based on the correct gross service fee of $100.",contribute-as-you-earn,Can corporate service buyers recover the overpaid Contribute-As-You-Earn (CAYE) contributions due to overpayment of full service fee?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/can-corporate-service-buyers-recover-the-overpaid
"For unsuccessful payments made via the Contribute-As-You-Earn (CAYE) bank mode (e.g. due to invalid bank account number or invalid NRIC provided), the full service fee will be returned to the corporate service buyer, s bank account via FAST., It will generally take an additional two working days if the full service fee exceeds S$200,000.",contribute-as-you-earn,What happens if payment to the self-employed person via the Contribute-As-You-Earn (CAYE) bank mode is unsuccessful?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-happens-if-payment-to-the-self-employed-person-via
"Under Contribute-As-You-Earn, if the NRIC provided is invalid, you will be prompted to amend the NRIC if you are using the online submission mode. If you are using the bank mode, you, ll automatically receive a refund for that record.
If the NRIC provided is valid, but not tied to any individual, CPF Board will contact you to submit a refund request.",contribute-as-you-earn,What happens if the corporate service buyer provided an invalid NRIC for crediting of the Contribute-As-You-Earn (CAYE) contributions?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-happens-if-the-corporate-service-buyer-provided
Corporate service buyers should ask the self-employed person to register at Vendors@Gov so that they are able to submit an e-invoice for the purpose of Contribute-As-You-Earn.,contribute-as-you-earn,"Under Contribute-As-You-Earn (CAYE), what happens if the self-employed person is not registered on Vendors@Gov? ",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/under-caye-what-happens-if-the-self-employed-person
"To set-off monies (e.g. due to over-payment, or excess non-revenue payment made earlier) from an upcoming payment, corporate service buyers (CSBs) need to make the transaction via the Contribute-As-You-Earn (CAYE) online submission mode. This means that CSBs need to key in the full service fee payable to derive the MediSave payable via CAYE, and thereafter set-off any monies from the net service fee payable to the self-employed person.",contribute-as-you-earn,"Under Contribute-As-You-Earn (CAYE), what should corporate service buyers do to set-off monies from an upcoming payment? ",https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/under-contribute-as-you-earn-what-should-corporate-service
"The self-employed person (SEP), s MediSave payable for income earned in the year will be computed after the SEP has declared his actual income in the following year.
If the SEP, s total Contribute-As-You-Earn (CAYE) contribution is lower than his MediSave payable for the latest year, he will be required to top up the shortfall.
| | | | | | | | | | | | |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Example:Sam has made a total contribution of $2,100 via CAYE in 2023. The following year, Sam is informed that his MediSave payable for his work done in 2023 is $3,000. Sam will have to top-up the shortfall of $900.This example is illustrated within the table below:
| | |
| --- | --- |
| **Estimated 2023 NTI** | $21,000 |
| **CAYE contributions in 2023** | $2,100 |
| *(After 2023 NTI declaration)* |
| **Declared 2023 NTI** | $30,000 |
| **MediSave payable for work done in 2023** | $3,000 |
| **Shortfall Sam has to top up** | $900(i.e. $3,000 - $2,100) |
|",contribute-as-you-earn,What happens if the amount of MediSave contributions the self-employed person has made via Contribute-As-You-Earn (CAYE) is lower than his MediSave payable for the year? ,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-happens-if-caye-con-is-lower-than-medisave-payable
"The self-employed person (SEP), s MediSave payable for income earned in the year will be computed after the SEP has declared his actual income in the following year.
If the self-employed person (SEP) has outstanding MediSave payable from previous years, his excess CAYE contributions will be used to offset those payables1. Any excess thereafter will be refunded to him. He can also choose to retain the excess CAYE contributions in his MediSave Account (MA).
| | | | | | | | | | | | | | | |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Example:Based on his estimated income of $22,000 for 2023, Sam contributed $2,200 via CAYE. In the following year, he declared that he earned a lower Net Trade Income of $19,000 for 2023. As such, Sam, s MediSave payable for his work done in 2023 is $1,900. Hence, he has excess CAYE contributions of $300 for the year. Sam also has an outstanding MediSave payable of $100 incurred in 2022 which would be offset by the excess CAYE contributions, leaving a final excess amount of $200. This amount will be refunded to him2. He can also choose to keep this $200 in his MA.This example is illustrated within the table below:
| | |
| --- | --- |
| **Estimated 2023 NTI** | $22,000 |
| **CAYE contributions in 2023** | $2,200 |
| *(After 2023 NTI declaration)* | |
| **Declared 2023 NTI** | $19,000 |
| **MediSave payable for work done in 2023** | $1,900 |
| **Outstanding MediSave payable for 2022** | $100 |
| **Amount Sam will receive as a refund** | $200(i.e. $2,200 - $1,900 - $100) |
|
1This will take effect for CAYE contributions made from 2023. The SEP may [write to us](https://cpf.gov.sg/writetous) if he does not wish to use his CAYE contributions to offset his outstanding MediSave payable from previous years.
2Sam may also choose not to use his CAYE contributions to offset his outstanding MediSave payable of $100 incurred in 2022. In this case, he will be refunded $300 instead.",contribute-as-you-earn,What happens if the amount of MediSave contributions the self-employed person has made via Contribute-As-You-Earn (CAYE) is higher than his MediSave payable for the year?,https://www.cpf.gov.sg/employer/faq/corporate-service-buyers/contribute-as-you-earn/what-happens-if-caye-con-is-higher-than-medisave-payable
It is good practice to inform your employees if you wish to make Voluntary Contributions (VC) for them. This will help your employees take into account any VC made by you if they are also making VC on their own.,voluntary-contributions,Do I have to inform my employees if I wish to make Voluntary Contributions (VC) for them?,https://www.cpf.gov.sg/employer/faq/making-voluntary-cpf-contributions/voluntary-contributions/do-i-have-to-inform-my-employees-if-i-want-to-make-vc-for-them
